model;year;horse_power;manufacturer_id
cb1100 dlx;2015;;3
cb1100 dlx;2017;88.5;3
cb1100 ex;2015;88.5;3
cb1100 ex;2016;88.5;3
cb1100 ex;2017;88.5;3
cb1100 ex;2018;88.5;3
cb1100 ex;2019;88.5;3
cb1100 rs;2017;88.5;3
cb1100 rs;2018;88.5;3
cb1100 rs;2019;88.5;3
cb1100 rs;2020;88.5;3
cb1100 type 2;2011;87.2;3
cb1100 type 2 abs;2011;87.2;3
cb1100 type1;2011;87.2;3
cb1100 type1 abs;2011;87.2;3
cb125 cl;2014;8.5;3
cb125 shine sp;2017;10.1;3
cb125cl;2015;8.5;3
cb125e;2013;;3
cb125e;2014;;3
cb125e;2016;;3
cb125e;2020;;3
cb125e;2022;;3
cb125f;2015;8.5;3
cb125f;2017;10.5;3
cb125f;2018;10.5;3
cb125f;2019;10.5;3
cb125f;2021;10.5;3
cb125f;2022;10.7;3
cb125r;2021;14.8;3
cb125r;2022;14.8;3
cb125r neo sports cafe;2021;14.8;3
cb1300 super bol dor;2011;99.2;3
cb1300 super bol dor;2013;99.2;3
cb1300 super bol dor;2015;99.2;3
cb1300 super bol dor abs;2011;99.2;3
cb1300 super four;2011;99.2;3
cb1300 super four;2013;99.2;3
cb1300 super four;2015;99.2;3
cb1300 super four abs;2011;99.2;3
cb1300 super touring;2011;97.9;3
cb1300 super touring;2013;99.2;3
cb1300s abs;2007;114.0;3
cb1300s abs;2012;99.2;3
cb1300sa;2010;112.0;3
cb1300sa;2011;112.0;3
cb150f;2022;;3
cb200x;2022;17.0;3
cb223s;2011;;3
cb223s;2013;16.1;3
cb223s;2014;16.0;3
cb223s;2015;16.0;3
cb223s;2016;16.0;3
cb250 nighthawk;2008;;3
cb250 super sport;1967;22.0;3
cb250 super sport;1968;22.0;3
cb250f;2015;29.0;3
cb250f;2016;29.0;3
cb250f;2020;;3
cb300f;2015;;3
cb300f;2016;29.5;3
cb300f;2017;29.5;3
cb300f;2018;29.5;3
cb300f;2019;29.5;3
cb300f abs;2017;29.5;3
cb300f abs;2018;29.5;3
cb300f abs;2019;29.5;3
cb300r;2019;;3
cb300r;2020;;3
cb300r;2021;34.9;3
cb300r;2022;34.9;3
cb300r neo sports cafe;2022;38.9;3
cb350;2021;20.8;3
cb350rs;2022;20.8;3
cb400;2014;52.3;3
cb400 super bol dor;2011;52.3;3
cb400 super bol dor;2013;52.3;3
cb400 super bol dor;2015;52.3;3
cb400 super bol dor abs;2011;52.3;3
cb400 super bol dor abs;2013;52.3;3
cb400 super four;2011;52.3;3
cb400 super four;2013;52.3;3
cb400 super four;2015;52.3;3
cb400 super four abs;2011;52.3;3
cb400 super four abs;2013;52.3;3
cb400a;2016;52.3;3
cb400a;2017;52.3;3
cb400f;2014;52.3;3
cb400f;2015;52.3;3
cb450sc nighthawk;1982;45.0;3
cb500f;2013;46.9;3
cb500f;2014;46.9;3
cb500f;2015;46.9;3
cb500f;2016;46.9;3
cb500f;2017;46.9;3
cb500f;2018;46.9;3
cb500f;2019;46.9;3
cb500f;2021;46.4;3
cb500f;2022;46.9;3
cb500f abs;2014;46.9;3
cb500f abs;2015;46.9;3
cb500f abs;2017;46.9;3
cb500f abs;2018;46.9;3
cb500f abs;2019;46.9;3
cb500x;2013;46.9;3
cb500x;2014;46.9;3
cb500x;2015;46.9;3
cb500x;2016;46.9;3
cb500x;2017;46.9;3
cb500x;2018;46.9;3
cb500x;2019;46.4;3
cb500x;2020;46.4;3
cb500x;2021;46.4;3
cb500x;2022;46.9;3
cb500x abs;2014;46.9;3
cb500x abs;2015;46.9;3
cb600f;2011;100.0;3
cb600f abs;2011;100.0;3
cb600f hornet;2007;75.0;3
cb600f hornet;2009;100.0;3
cb600f hornet;2012;100.0;3
cb600f hornet 600;2013;100.0;3
cb600f hornet abs;2013;100.0;3
cb650f;2014;85.8;3
cb650f;2015;85.8;3
cb650f;2016;85.8;3
cb650f;2017;85.8;3
cb650f;2018;88.5;3
cb650f;2019;88.5;3
cb650r;2019;93.9;3
cb650r;2020;93.9;3
cb650r;2021;93.9;3
cb650r;2022;93.9;3
cb650r fenix;2021;93.9;3
cb750;1969;68.0;3
cb750f supersport;1979;72.0;3
cb77;1961;28.2;3
cb77;1962;28.2;3
cb77;1963;28.5;3
cb77;1964;28.5;3
cb77 super hawk;1965;28.5;3
cb900 custom;1980;;3
cbf 1000;2006;96.6;3
cbf 1000;2008;114.0;3
cbf 1000 f abs;2007;96.6;3
cbf 150;2006;14.8;3
cbf 150m;2007;13.3;3
cbf 250;2006;21.5;3
cbf 500;2006;56.3;3
cbf 500;2007;56.0;3
cbf 600;2006;76.4;3
cbf 600;2007;76.4;3
cbf 600;2008;76.4;3
cbf 600 n;2005;57.0;3
cbf 600 s;2005;76.0;3
cbf 600 s;2006;76.4;3
cbf stunner;2011;11.0;3
cbf stunner;2013;11.6;3
cbf stunner;2014;11.6;3
cbf1000;2009;96.6;3
cbf1000;2011;96.6;3
cbf1000;2012;105.0;3
cbf1000;2013;105.0;3
cbf1000;2014;105.0;3
cbf1000 abs;2010;96.6;3
cbf1000 abs;2011;96.6;3
cbf1000f;2007;114.0;3
cbf1000f;2012;105.0;3
cbf1000f;2014;105.0;3
cbf1000f;2017;105.0;3
cbf1000f  gt;2017;105.0;3
cbf125;2010;11.1;3
cbf125;2011;11.1;3
cbf125;2012;11.1;3
cbf125;2013;11.1;3
cbf125;2014;11.1;3
cbf125;2015;11.1;3
cbf125;2017;11.1;3
cbf125f;2009;11.1;3
cbf250;2007;20.0;3
cbf600;2009;76.4;3
cbf600 s;2007;76.0;3
cbf600f;2012;100.0;3
cbf600n;2010;76.4;3
cbf600n;2011;76.4;3
cbf600n;2012;76.4;3
cbf600n abs;2011;76.4;3
cbf600n c-abs;2010;76.4;3
cbf600s;2008;76.4;3
cbf600s;2009;76.4;3
cbf600s;2010;76.4;3
cbf600s;2011;76.4;3
cbf600s;2012;76.4;3
cbf600s abs;2011;76.4;3
cbf600s c-abs;2010;76.4;3
cbr 1000 f;1987;100.0;3
cbr 1000 f;1988;100.0;3
cbr 1000 f;1989;100.0;3
cbr 1000 f;1990;100.0;3
cbr 1000 f;1991;100.0;3
cbr 1000 f;1992;100.0;3
cbr 1000 f;1995;135.0;3
cbr 1000 f;1996;135.0;3
cbr 1000 f;1997;135.0;3
cbr 1000 f;1998;135.0;3
cbr 1000 f;1999;135.0;3
cbr 1000 f;2000;135.0;3
cbr 1000 rr;2004;;3
cbr 1000 rr;2005;;3
cbr 1000 rr;2008;;3
cbr 1000 rr fireblade;2006;169.0;3
cbr 1000 rr fireblade;2007;;3
cbr 1100 xx super blackbird;1997;164.0;3
cbr 1100 xx super blackbird;1998;164.0;3
cbr 1100 xx super blackbird;1999;150.0;3
cbr 1100 xx super blackbird;2000;164.0;3
cbr 1100 xx super blackbird;2001;164.0;3
cbr 1100 xx super blackbird;2002;153.0;3
cbr 1100 xx super blackbird;2003;164.0;3
cbr 1100 xx super blackbird;2006;150.0;3
cbr 1100 xx super blackbird;2007;150.0;3
cbr 125 r;2004;15.0;3
cbr 125 r;2005;13.3;3
cbr 125 r;2006;13.0;3
cbr 125r;2008;13.4;3
cbr 125r;2013;13.0;3
cbr 125r;2014;13.0;3
cbr 150r;2007;17.0;3
cbr 150r;2013;17.6;3
cbr 250 rr;1994;45.0;3
cbr 250r;2013;34.9;3
cbr 300r;2014;30.4;3
cbr 300r;2015;30.4;3
cbr 300r;2016;30.4;3
cbr 300r abs;2015;30.4;3
cbr 400 rr fireblade;1989;59.0;3
cbr 400f;1989;;3
cbr 450 sr;1994;46.0;3
cbr 600 f;1987;85.0;3
cbr 600 f;1988;85.0;3
cbr 600 f;1989;93.0;3
cbr 600 f;1990;93.0;3
cbr 600 f;1991;100.0;3
cbr 600 f;1992;84.0;3
cbr 600 f;1996;100.0;3
cbr 600 f;1997;105.0;3
cbr 600 f;1998;105.0;3
cbr 600 f;1999;110.0;3
cbr 600 f;2001;109.0;3
cbr 600 f;2002;111.0;3
cbr 600 f;2003;110.0;3
cbr 600 f (reduced effect);1988;50.0;3
cbr 600 f (reduced effect);1989;50.0;3
cbr 600 f (reduced effect);1990;50.0;3
cbr 600 f (reduced effect);1991;27.0;3
cbr 600 f (reduced effect);1992;27.0;3
cbr 600 f sport;2001;109.0;3
cbr 600 f sport;2002;111.0;3
cbr 600 f ultima light;2000;110.0;3
cbr 600 f3;1995;100.0;3
cbr 600 f4;2000;110.0;3
cbr 600 f4i;2004;;3
cbr 600 f4i;2005;;3
cbr 600 f4i;2006;;3
cbr 600 fs;2003;110.0;3
cbr 600 rr;2003;117.0;3
cbr 600 rr;2004;;3
cbr 600 rr;2005;;3
cbr 600 rr;2006;;3
cbr 600 rr;2007;;3
cbr 600 rr;2008;;3
cbr 600 rr hannspree ten kate replica;2008;118.0;3
cbr 600 rr movistar;2006;115.0;3
cbr 900 rr;1992;124.0;3
cbr 900 rr;1999;125.0;3
cbr 900 rr (reduced effect #2);1992;50.0;3
cbr 900 rr (reduced effect);1992;100.0;3
cbr 900 rr fireblade;1995;124.0;3
cbr 900 rr fireblade;1996;128.0;3
cbr 900 rr fireblade;1997;128.0;3
cbr 900 rr fireblade;1998;130.0;3
cbr 900 rr fireblade;2000;152.0;3
cbr 900 rr fireblade;2001;147.0;3
cbr 900 rr fireblade - 954 rr;2003;151.0;3
cbr 954 rr;2002;;3
cbr1000rr;2010;;3
cbr1000rr;2011;;3
cbr1000rr;2012;;3
cbr1000rr;2013;175.0;3
cbr1000rr;2014;;3
cbr1000rr;2015;;3
cbr1000rr;2016;178.0;3
cbr1000rr;2017;178.0;3
cbr1000rr;2018;178.0;3
cbr1000rr;2019;178.0;3
cbr1000rr;2021;143.0;3
cbr1000rr abs;2010;;3
cbr1000rr abs;2011;;3
cbr1000rr abs;2014;;3
cbr1000rr abs;2015;;3
cbr1000rr abs;2016;;3
cbr1000rr abs;2018;178.0;3
cbr1000rr abs;2019;178.0;3
cbr1000rr fireblade;2009;;3
cbr1000rr fireblade;2017;189.0;3
cbr1000rr fireblade;2018;189.0;3
cbr1000rr fireblade;2019;189.0;3
cbr1000rr fireblade abs;2009;;3
cbr1000rr fireblade abs;2013;;3
cbr1000rr sp;2016;178.0;3
cbr1000rr sp;2018;178.0;3
cbr1000rr sp;2019;178.0;3
cbr1000rr sp repsol edition;2015;;3
cbr1000rr sp2;2018;178.0;3
cbr1000rr sp2;2019;178.0;3
cbr1000rr-r fireblade;2020;214.0;3
cbr1000rr-r fireblade;2022;215.0;3
cbr1000rr-r fireblade sp;2020;214.0;3
cbr1000rr-r fireblade sp;2021;214.0;3
cbr1000rr-r fireblade sp;2022;214.0;3
cbr125;2009;13.4;3
cbr125r;2007;13.0;3
cbr125r;2011;13.4;3
cbr125r;2012;13.4;3
cbr125r;2015;12.1;3
cbr125r;2017;13.1;3
cbr125r;2018;13.1;3
cbr125r;2019;13.1;3
cbr150r;2014;17.6;3
cbr150r;2015;17.6;3
cbr150r;2017;16.9;3
cbr150r;2022;;3
cbr250r;2011;;3
cbr250r;2012;;3
cbr250r;2014;34.9;3
cbr250r;2015;34.9;3
cbr250r;2016;34.9;3
cbr250r;2017;34.9;3
cbr250r abs;2014;34.9;3
cbr250r abs;2015;34.9;3
cbr250r abs;2016;34.9;3
cbr250r abs;2017;34.9;3
cbr250r repsol;2016;34.9;3
cbr250r repsol edition;2015;34.9;3
cbr300r;2017;34.9;3
cbr300r;2018;34.9;3
cbr300r;2019;34.9;3
cbr300r;2020;34.9;3
cbr300r;2021;34.9;3
cbr300r;2022;34.9;3
cbr300r abs;2017;34.9;3
cbr300r abs;2018;34.9;3
cbr400r;2014;46.0;3
cbr400r;2015;46.0;3
cbr400r;2017;45.4;3
cbr400rr;1994;60.0;3
cbr500r;2013;;3
cbr500r;2014;;3
cbr500r;2015;;3
cbr500r;2016;46.9;3
cbr500r;2017;46.9;3
cbr500r;2018;46.9;3
cbr500r;2019;46.9;3
cbr500r;2020;46.9;3
cbr500r;2021;46.9;3
cbr500r;2022;46.9;3
cbr500r abs;2013;;3
cbr500r abs;2014;;3
cbr500r abs;2015;;3
cbr500r abs;2016;46.9;3
cbr500r abs;2017;46.9;3
cbr500r abs;2018;46.9;3
cbr600f;2007;108.0;3
cbr600f;2011;102.0;3
cbr600f;2012;102.0;3
cbr600f;2013;102.0;3
cbr600rr;2009;;3
cbr600rr;2010;;3
cbr600rr;2011;;3
cbr600rr;2012;;3
cbr600rr;2013;;3
cbr600rr;2014;;3
cbr600rr;2015;;3
cbr600rr;2016;118.0;3
cbr600rr;2017;120.0;3
cbr600rr;2018;120.0;3
cbr600rr;2019;120.0;3
cbr600rr;2021;118.0;3
cbr600rr;2022;118.0;3
cbr600rr abs;2009;;3
cbr600rr abs;2010;;3
cbr600rr abs;2011;;3
cbr600rr abs;2014;;3
cbr600rr abs;2015;;3
cbr600rr abs;2016;118.0;3
cbr600rr abs;2017;118.0;3
cbr600rr abs;2018;118.0;3
cbr600rr abs;2019;118.0;3
cbr600rr abs;2020;118.0;3
cbr650f;2014;102.0;3
cbr650f;2015;102.0;3
cbr650f;2016;85.8;3
cbr650f;2017;85.8;3
cbr650f;2018;85.8;3
cbr650f;2019;85.8;3
cbr650f abs;2014;102.0;3
cbr650f abs;2015;102.0;3
cbr650f abs;2016;85.8;3
cbr650f abs;2017;85.8;3
cbr650f abs;2018;85.8;3
cbr650r;2019;85.8;3
cbr650r;2020;85.8;3
cbr650r;2021;93.9;3
cbr650r;2022;93.9;3
cbr929rr;2000;120.0;3
cbx;1978;105.0;3
cbx;1979;105.0;3
cbx;1980;100.0;3
cbx;1981;100.0;3
cbx 250 twister;2006;24.0;3
cbx 550 f;1982;60.0;3
cbx 550 f;1983;60.0;3
cbx 550 f;1984;60.0;3
cbx 550 f;1985;60.0;3
cbx 550 f (reduced effect);1982;50.0;3
cbx 550 f (reduced effect);1983;50.0;3
cbx 550 f 2;1982;60.0;3
cbx 550 f 2;1983;60.0;3
cbx 550 f 2;1984;60.0;3
cbx 550 f 2;1985;60.0;3
cbx 550 f 2 (reduced effect);1985;50.0;3
cbx 600 e;1983;65.0;3
cbx 650 e;1983;75.0;3
cbx 650 e;1984;75.0;3
cbx 650 e;1985;75.0;3
cbx 650 e;1986;75.0;3
cbx 650 e;1987;75.0;3
cbx 650 e (reduced effect);1983;50.0;3
cbx 650 e (reduced effect);1984;50.0;3
cbx 650 e (reduced effect);1985;50.0;3
cbx 650 e nighthawk;1985;60.0;3
cbx 750 bold�or;1986;71.0;3
cbx 750 f;1984;91.0;3
cbx 750 f;1985;91.0;3
cbx 750 f;1986;91.0;3
cbx 750 f;1987;91.0;3
cbx 750 f;1988;91.0;3
cbx pro link;1981;100.0;3
cbx pro link;1982;100.0;3
cbx pro link;1983;100.0;3
cd 125 t benly;2002;11.0;3
cd 175;1976;17.0;3
cd 185 twin;1978;15.0;3
cd 200 road master;1981;16.5;3
cd 200 twin benly;1980;;3
cd 50 benly;2002;3.8;3
cd110 dream;2022;8.7;3
cd200t benly;1984;16.0;3
cd70;2022;;3
cd70 dream;2022;;3
cg 125;1976;11.0;3
cg 125;1997;10.2;3
cg 125;1998;11.0;3
cg 125;2006;10.9;3
cg 125;2007;11.0;3
cg 125;2022;11.0;3
cgl 125;2004;9.0;3
cj 250 t;1976;27.0;3
cj 250 t;1977;27.0;3
cj 250 t;1978;17.0;3
cj 360 t;1976;34.0;3
cj 360 t;1977;34.0;3
cj 360 t;1978;27.0;3
cl 100s;1973;;3
cl 175;1972;19.0;3
cl 250 s;1983;17.0;3
cl 350;1968;33.0;3
cl 350;1969;33.0;3
cl 400;2002;29.0;3
cl350;1973;;3
clr cityfly;2002;11.0;3
cm 125 c;1982;10.0;3
cm 125 c;1983;10.0;3
cm 125 c;1984;10.0;3
cm 125 c;1985;10.0;3
cm 125 c;1986;10.0;3
cm 185 t;1978;10.0;3
cm 185 t;1979;10.0;3
cm 185 t chopper;1978;17.0;3
cm 185 t chopper;1979;17.0;3
cm 200 t;1980;17.0;3
cm 200 t;1983;17.0;3
cm 200 t;1984;17.0;3
cm 200 t;1986;17.0;3
cm 200 t (reduced effect);1981;10.0;3
cm 200 t (reduced effect);1982;10.0;3
cm 250 c;1982;17.0;3
cm 250 c;1983;17.0;3
cm 250 c;1984;17.0;3
cm 250 tb;1981;;3
cm 400 a;1979;43.0;3
cm 400 t;1980;43.0;3
cm 400 t;1981;43.0;3
cm 400 t;1982;43.0;3
cm 400 t;1983;43.0;3
cm 400 t (reduced effect);1980;27.0;3
cm 400 t (reduced effect);1981;27.0;3
cm 400 t (reduced effect);1982;27.0;3
cm 400 t (reduced effect);1983;27.0;3
cm 450 a matic;1982;;3
cm 450 custom;1982;46.0;3
cm 450 e;1982;47.0;3
cmx 250 rebel;1996;18.5;3
cmx 250 rebel;1997;18.5;3
